genes,GSM399666,GSM399667,GSM399669,GSM399676,GSM399679,GSM399682,GSM399685,GSM399689,GSM399717,GSM399718,GSM399719,GSM399761,GSM399762,GSM399763,GSM399765,GSM399766
OGDH,4.668566001,4.592270489,4.46277329,4.17903878,4.502499017,4.573770354,4.317625155,4.144616741,4.606181233,4.37049239,4.600321682,4.344950185,4.095994173,4.424789426,4.303398174,4.685649099
OGDHL,3.144606958,3.5764825,3.26517047,2.968689289,3.423493169,3.128065536,3.234164463,3.635907496,3.290892758,2.967362116,3.092832119,3.536759455,3.578703233,2.920577432,3.258887459,2.910430727
OGFOD1,5.070749581,4.897532906,5.079880379,4.947474709,4.890619558,4.718446352,4.766013886,5.139233279,5.215564168,5.093756702,5.010374874,5.021637583,4.715092226,4.884278252,5.239023738,5.012723554
OGFOD2,4.744403197,5.100242876,4.832286068,5.04236842,4.937118401,4.851909911,4.734138298,4.724082838,5.085904978,4.846673432,4.776439195,4.59626265,4.840057607,4.661751112,4.696444386,4.519167014
OGFOD3,4.542519718,4.739025973,4.489903592,4.504302354,4.426483076,4.327371558,4.191709403,4.274752434,4.380065201,4.472865622,4.411802182,4.360345368,4.412857089,4.412069792,4.407367626,4.451241803
OGFR,5.651159316,6.156227152,6.195996755,5.851796296,5.804668508,5.818160551,5.743513561,5.766903829,5.966578496,5.772637117,5.665359848,5.402166404,5.670320564,5.625440179,5.679344268,5.652490452
OGFRL1,7.699726672,7.074963638,8.484810307,7.887180993,8.122430185,8.285369958,7.693698787,8.286725545,8.469220965,7.940015574,8.060060485,8.262191244,8.312061874,8.190633602,7.615596047,7.683425742
OGFRP1,5.025862139,5.381963808,5.35068122,5.099773645,4.948030431,4.949540155,5.293861927,5.211354145,5.2124907,4.69637722,5.04266288,5.003617871,5.026807045,5.06019215,5.277284476,4.848567898
OGG1,4.776021008,4.657972131,4.568368085,4.577452364,4.618764706,4.638114155,4.581085537,4.64755071,4.714186148,4.933147753,4.755646568,4.57750099,4.720462606,4.402329241,4.883926921,4.597683296
OGN,1.353934709,1.327741758,1.318976655,1.470034581,1.338390752,1.16717951,1.160926289,1.31808262,1.49964363,1.344913842,1.366538884,1.133847809,1.42144824,1.130630314,1.209440074,1.037618733
OGT,7.029830732,6.574482605,6.675868236,6.912754473,6.991644567,6.735264916,7.019225915,6.835649227,6.715052643,7.320022215,7.082363284,6.843238859,6.746366571,6.78164476,6.776639846,6.733780101
OIP5,2.944082918,4.741764108,4.474075587,3.936069004,4.642999396,3.953615644,3.679513785,3.991406686,3.733767168,3.616003858,4.004931937,2.692479533,3.47858147,3.463884716,3.613740444,3.434135063
OIP5-AS1,6.650072695,6.406481168,6.430102591,6.592069859,6.68153878,6.509739457,6.3804551,6.454125683,6.759643411,6.721756375,6.645567698,6.655155466,6.359649841,6.710686203,6.750821601,6.763398089
OIT3,1.636970385,1.686119098,1.499272111,1.770391217,1.466357321,1.320750983,1.622152767,1.780203009,1.591093279,1.554486958,1.363221476,1.484491455,1.263600357,1.250628268,1.428041711,1.483314262
OLA1,4.449889621,4.232861324,4.449275927,4.78836925,4.295676447,4.453983814,4.119785677,4.396219185,4.541734672,4.404061951,4.313949835,4.348118093,4.344264458,4.308795433,4.665316532,4.381875624
OLAH,2.716112539,3.01262527,4.372673396,3.690922973,3.778443631,3.063802902,3.188205714,2.93969055,3.108242422,2.656592054,2.989146351,3.099853334,2.746104639,3.008118545,2.580256088,2.747277639
OLFM1,3.254708059,4.151749467,3.705624951,3.871368955,3.816024942,3.659245314,4.171234039,3.826971948,4.076182147,4.258082714,3.938460148,3.33498986,3.501770273,3.970163662,3.852151035,3.535001951
OLFM2,3.82794045,3.577276217,4.036031391,3.586785609,3.906545472,4.183720531,3.88659743,3.878350446,4.113372967,3.793244121,3.852269283,3.469447864,3.829445531,3.805743921,3.826946079,3.793244121
OLFM3,1.074422024,1.302805492,0.963648323,1.154304389,1.060290407,1.118386111,1.051220122,1.397402725,1.076469588,1.009482035,0.982765798,1.06327814,1.36600062,1.002984113,0.932020228,1.138745998
OLFM4,2.7510237,7.10757688,2.942557073,6.851326938,3.558056872,8.120491005,2.626906409,5.791306237,2.011895061,2.502935773,1.013363065,3.9168659,2.078782357,5.890104622,2.212672157,2.597036162
OLFML1,1.904101839,2.201849431,1.727285141,1.863297811,2.385779544,1.711800116,2.050926096,2.083162066,2.177709145,1.749479545,1.810628343,1.745651956,1.780516491,1.660464377,1.819284272,1.929295303
OLFML2A,3.233970695,3.417584885,2.915358359,3.497212649,3.485180796,3.652537668,3.234716779,3.760571809,3.317698024,3.169645931,3.333927801,3.081287763,3.665416794,3.376201672,2.940330414,3.208914377
OLFML2B,2.356519784,2.38732037,2.626719883,2.260027904,2.251324118,2.207008221,2.552048378,2.391007946,2.244559527,2.430544776,1.993714778,2.357700622,2.373817436,2.342805495,2.48049551,2.502918331
OLFML3,2.830119014,2.895047293,2.715500919,3.117577395,2.75663864,2.703461838,2.798495062,3.170144399,3.035357445,2.519819907,2.635862848,2.382429209,2.761753882,2.722697978,2.874027643,2.571862883
OLIG1,5.658988729,2.753832009,6.178635655,5.848081329,6.116095842,5.594562913,5.45572942,6.091599613,6.598629286,7.099356528,5.155865488,5.835513397,5.910390155,6.111089776,5.678852952,7.062375797
OLIG2,2.582276234,2.442683549,2.439565472,2.736919091,2.940842702,2.525927637,2.33151766,2.739417508,3.096424,3.369067606,2.419392215,2.601342305,2.458026985,2.848741654,2.688502924,3.64989116
OLIG3,1.391937197,1.615044254,1.431312608,1.605706914,1.178030135,1.122039825,1.510951985,1.30464502,1.369888975,1.370545588,1.434399663,1.270131422,1.190499014,1.196519672,1.537371894,1.417598676
OLMALINC,1.439038285,1.812044044,1.326197138,2.04809967,1.655336275,1.557948689,1.652728477,1.605706914,1.53535935,1.65882842,1.954862414,1.89636208,1.598798019,1.605706914,1.374709969,1.557948689
OLR1,1.731869748,1.89020864,1.880637983,2.167241122,3.065668109,5.105324736,1.642161269,2.093816779,1.655840323,1.548807961,1.390626606,2.02136533,1.640767668,2.028639606,2.167241122,1.731960699
OMA1,7.308169561,7.058110668,7.085186668,7.303731163,7.18932313,7.001254201,7.155944739,7.276510054,7.242448403,7.235203625,6.965329378,7.502183986,7.217878493,7.317828995,7.34971314,7.099641216
OMD,1.149099802,1.413640677,1.628806564,1.317072268,1.296252503,1.555069656,1.309056853,1.284005897,1.569498342,1.500480954,1.29564834,1.068250035,1.444838083,1.172119893,1.129485096,1.287697721
OMG,2.569248176,2.693809113,2.850668227,3.052695292,3.072636983,3.16582988,3.238457199,3.247421789,2.952958268,2.819254801,2.647852318,2.906758292,3.068658129,3.090951017,2.764870483,2.630371503
OMP,1.923162021,2.564307456,1.929711947,2.36622341,2.628472326,2.194947895,2.132995066,2.156606669,2.586579051,2.180283528,2.259251024,1.811849555,2.195692778,2.213801468,2.300204676,2.237048487
ONECUT1,2.013403485,1.934857212,2.191859891,2.204221224,1.631380619,1.704791162,1.893368947,1.741675568,1.879095196,2.046639021,1.902773363,1.938648259,1.765245187,1.691480904,1.676865246,1.932630728
ONECUT2,2.144157673,2.223949096,2.305678278,2.137383809,2.149799857,1.990867201,2.204891791,2.215562301,2.155672702,2.060946283,1.841233118,2.006545456,2.044921952,2.054715263,2.005456903,2.129371045
ONECUT3,2.599861096,2.464564757,2.591066243,2.702590325,2.636092764,2.195676071,2.641869685,2.421372843,2.601059341,2.26388786,2.466186966,2.486149837,2.501518326,2.365681329,2.04809967,2.591066243
OOEP,2.614334055,3.007593491,2.714062232,3.19745835,2.82533277,2.64519951,2.815754161,2.981197818,2.814833748,2.529496596,2.764125783,2.568379934,2.910430727,2.229208344,2.752021928,2.903147241
OOSP2,1.222025681,1.319553293,1.362211983,1.204899679,1.089686034,1.286686712,1.015351878,1.110322195,1.262563848,1.272428018,1.034515059,0.878249008,0.894532758,0.879827567,1.040458206,0.992211071
OPA1,4.074162684,4.008400208,3.973967534,4.003893248,4.132311056,4.086702096,3.827655458,4.386519762,4.251474175,4.273874981,4.035621918,4.099290499,4.252714959,4.562320358,4.396870871,4.058130694
OPA3,3.483474291,3.865651591,3.641916268,3.317753857,3.370037749,3.357459441,3.449089002,3.378961943,3.325056095,3.501910094,3.487812247,3.281157442,3.297232725,3.518783379,3.573103659,3.424522367
OPALIN,1.923162021,2.339723621,2.232950751,2.03276886,2.286477442,2.22702307,2.321229415,2.235065243,2.074539788,1.835201872,2.01743805,1.602263261,2.0656489,1.728505699,2.513793192,2.097166515
OPCML,1.878506941,2.139647475,2.054297174,1.954315466,2.014235402,2.060214323,1.735857645,2.209668834,2.228155977,2.212867077,1.962439083,1.6976099,1.855908826,1.990072683,1.921872187,2.067353339
OPHN1,9.998506401,10.31362116,10.19624598,10.40829337,10.57863487,10.05085036,10.3111927,10.3236592,10.09336357,10.41720842,10.15111214,9.111099993,9.385370625,9.554528839,9.364426827,9.376239964
OPLAH,3.503454378,4.50396631,3.483863034,4.221378432,3.44504893,3.511948791,3.510046855,3.55412958,3.124311955,3.121437657,3.421194114,3.325139242,3.008924299,3.513497421,3.575581958,3.792644462
OPN1SW,2.129163724,2.348046093,2.165753272,1.731490422,1.909244453,2.073042636,2.057872388,2.355142099,2.025750754,1.765966567,1.894132351,2.190768664,2.118284323,1.880223357,2.144333973,2.417575529
OPN3,5.205466789,4.807790088,5.499063417,5.386373672,6.003344488,5.425427192,5.403648854,5.812474388,5.49784337,5.631073212,5.577493634,5.173276659,5.527260488,5.359329427,5.067153879,5.28489351
OPN4,2.650859243,3.170422025,3.256636508,3.541658733,3.536584325,3.291028757,3.468892934,3.398119316,3.16577708,3.14374834,3.260367137,3.017820646,3.165452252,2.925163046,2.99730584,3.229426207
OPN5,2.842473395,2.848602368,2.937782908,2.680834571,2.998859113,2.877126552,2.809854812,3.013783424,2.891334684,3.050216118,2.816155997,2.745775658,2.831686591,2.793423582,2.658041315,2.989981757
OPRD1,3.258117116,3.560654977,3.368008033,3.408562877,3.250103162,3.206048758,3.39951239,3.442890397,3.525767378,3.378141922,3.165021524,3.376649411,3.394418573,3.494003416,3.226646807,3.375091508
OPRK1,1.769488156,2.006323314,2.143547959,2.128717012,1.938927911,1.959437259,2.135897926,1.666430411,1.961190056,1.895364363,1.838683991,2.020427148,1.902461944,2.042405843,2.190753376,1.803723122
OPRL1,3.837318992,4.127588486,3.913089637,4.156386132,4.058200276,3.913155466,4.014848981,4.007747313,4.192384304,4.077676925,3.869132832,3.95399312,4.209860879,3.862819291,4.034110961,4.077001635
OPRM1,1.651665659,1.731575382,1.563822816,1.41869908,1.937028999,1.534721525,1.667121433,1.743730403,1.567060617,1.341263071,1.443957317,1.575676935,1.7160209,1.712633919,1.431283937,1.430652757
OPRPN,2.018374689,2.00541687,1.760744264,2.012827559,1.98853037,1.729100106,1.858528735,2.034884905,1.980838724,1.93207456,1.869212494,1.630479946,1.646763697,1.739329735,2.023443132,1.876603559
OPTC,2.532133227,2.762849302,2.704301615,2.542802084,2.626241571,2.59637323,2.395323383,2.670021429,2.484075729,2.447045693,2.314669047,2.344061331,1.921810493,1.835550186,2.545889771,2.301970074
OPTN,7.060392911,6.771339279,6.643604831,6.18816904,6.261368533,5.948618206,6.12324416,6.754474438,6.430151901,6.792102929,6.98486036,7.153520826,6.777582636,6.798447483,7.173048691,7.173890532
OR10A3,2.083133829,2.150800397,1.880488445,1.856498574,2.012601833,1.748721715,2.162225508,1.828290421,1.81493944,1.883481384,1.88862672,1.885824153,2.052265405,1.78261953,1.99435738,1.892620554
OR10A4,2.061272981,2.270998543,1.833900938,1.938094071,2.383408225,1.895665129,1.984815214,2.564307456,2.046628668,1.70977228,2.076922818,1.838211876,2.237442457,1.92786226,1.929939902,2.015721941
OR10A5,1.184809553,1.722886068,1.472454534,1.698189417,1.651868868,2.110682443,1.828803139,2.159665829,1.838000415,1.80878827,1.489976185,1.423783148,1.603930253,1.761982321,1.716114285,1.813048651
OR10C1,2.33994126,2.288029457,2.304581733,2.40347964,2.290955556,1.678502165,2.213228349,2.558464711,2.124527695,2.076069063,2.230865867,1.833707364,1.937153785,1.656994271,2.167095904,2.375819098
OR10D1P,2.847146005,3.021536255,2.554191728,2.614391579,2.937959246,2.557182521,2.804608877,2.815124434,2.911784004,2.526682535,2.722457579,2.650293077,2.687983674,2.39675575,2.845453457,2.691090016
OR10D3,2.899435274,2.850967942,2.728692246,3.053370268,2.873706691,2.872410725,2.972641449,2.946815562,3.069719683,2.865148805,2.829491186,2.799980085,2.943140771,2.844567867,2.96831618,2.847233481
OR10H1,2.906639565,3.219048169,3.177445684,3.469458306,2.97827371,3.068962559,3.254401727,3.235126353,3.283338436,3.317905728,3.450996127,3.342428656,3.129976735,3.219674489,3.49869582,3.582470742
OR10H2,1.370265201,1.820885473,1.162534271,1.558655976,1.620729218,1.477632953,1.620785963,1.41154308,1.457052758,1.739215848,1.381342564,1.465947576,1.093334063,1.378220938,1.372555136,1.470173675
OR10H3,2.360941045,2.678004449,2.13237983,2.385288787,2.469017486,2.33524399,2.628939504,2.514848908,2.688067968,2.217557575,2.062197731,2.349630349,2.593633485,2.35492689,2.355603649,2.43954387
OR10J1,3.820099835,4.017413641,3.457122282,3.668420792,4.299114553,3.827969907,3.93520189,4.209636233,4.107923728,3.61507211,4.063120824,3.5764825,3.846912698,3.73882477,3.470982882,3.833361735
OR11A1,1.665343289,1.692199477,2.018607832,1.718851411,1.632565157,1.598781161,1.67961704,1.808024044,1.560810601,1.643637763,1.636100074,1.52129219,1.836304243,1.445127277,1.808024044,1.83788141
OR12D2,3.251076279,3.721397467,3.900102807,3.493446604,3.437159059,3.657765074,3.609432111,3.62050543,3.415768605,3.350430301,3.206071255,2.955704676,3.473826786,2.979147957,3.011066549,3.5764825
OR12D3,2.831470787,3.345185707,3.198016521,2.825848987,3.274740676,3.278943226,3.564488106,3.088106026,2.900354815,2.88066907,2.983657931,2.686153899,3.053403782,2.772797742,2.792286115,2.772228754
OR13C4,3.673128406,3.560657431,3.60311544,3.496600176,3.679705856,3.539277429,3.866668055,3.763440284,3.775359805,3.405651388,3.485075109,3.552912096,3.487282967,3.231258421,3.596878657,3.501629074
OR14J1,2.177525094,2.308324947,2.282946595,2.66823227,2.27161004,2.662338307,2.492853026,2.284985906,2.335018661,2.021665619,2.479909437,1.883644032,1.78977034,2.249923509,2.25673043,2.246035352
OR1A1,2.27114078,2.038590175,2.543051687,2.372525745,2.118576903,2.362018011,2.488322776,2.457404667,2.370043453,2.193922076,2.384317204,2.763043869,2.277075409,2.439291483,2.12772065,2.42044579
OR1A2,1.499218873,1.748104297,1.706408798,1.609459204,1.979932468,1.900163998,1.558590597,1.763938528,1.617508737,1.60023406,1.63963017,1.762130092,1.746005738,1.578763053,1.605490422,1.62209983
OR1C1,2.122715838,2.292296083,2.38871265,2.391140351,2.370755176,2.195107136,2.383509576,2.103819478,2.53571323,2.341571948,2.1526635,2.067227112,2.254087081,2.554563546,2.150769238,2.153931139
OR1D2,2.980873525,3.118521367,3.05405929,3.093769963,3.117715605,3.124475807,3.193210186,3.002670031,3.016150282,3.010289317,2.958970354,2.894344506,3.109430899,2.956400001,2.893626093,2.787249062
OR1E1,0.994743283,1.317100822,1.019202807,1.485333714,1.092436647,1.307514313,1.174345574,1.07276414,1.339208186,1.103584145,1.433775838,1.008928735,1.086240194,1.042893892,0.966194209,1.022882309
OR1E3,2.566000866,2.436555645,2.574175451,2.614572918,2.61177369,2.547383127,2.661402076,2.608969021,2.323923457,2.703016234,2.332900458,3.134912583,2.931760239,2.545929695,2.504188148,2.646268227
OR1F1,3.766739679,4.150518406,3.482917076,3.778954326,4.062402582,4.114485897,3.901007094,4.401370339,4.268336431,3.977385715,3.595615014,3.882402102,3.892583644,3.801493577,3.599538596,3.953373673
OR1F2P,2.107816846,2.124611619,2.459969685,2.066345936,2.118927708,2.147015948,1.786562355,2.331329199,2.217750159,2.291483616,1.974231583,2.134685469,1.82164648,1.877329505,2.123455043,1.853935229
OR1G1,2.569331409,2.938438172,2.8914963,2.959465563,2.943032446,2.622982383,2.308803497,2.793633458,2.781692956,2.735461631,2.348507604,2.447525634,2.669190694,2.613020203,2.762209883,2.612665063
OR1I1,4.772306762,4.904740426,4.562546745,5.005624376,4.885306317,5.05845974,5.043802636,5.010475398,5.191093912,4.580376653,4.790107613,4.898695342,4.791442362,4.860588316,4.878612289,4.549905476
OR1J2,3.445611307,3.825109279,3.394397035,3.651057776,3.531080489,3.833975365,3.823301718,3.823467313,3.613224616,3.385269222,3.420625444,3.523916396,3.381977875,3.354548977,3.613441203,3.613418938
OR1J4,1.712597072,1.970858793,1.995905198,1.845412454,1.66226588,1.863690105,1.661094708,1.804483071,1.986861633,1.487827884,1.817573592,1.893306231,1.849186668,1.405986017,1.714315677,1.663105117
OR1Q1,2.778774671,2.764535707,2.742165121,2.856671953,3.005446802,2.669825905,2.832427154,2.682478309,2.954032412,2.84870286,2.795387276,2.782922458,2.644658311,2.568227082,2.816799157,2.654358342
OR2A4,2.398604727,2.206009275,2.351347053,2.025831269,2.27763868,2.356827557,2.57085378,2.760685149,2.162429717,1.901276679,1.788698211,2.268046341,2.155247233,2.229208344,2.157229384,2.58057005
OR2B2,1.082251102,0.814103132,1.52021329,0.96298326,1.078597,1.296224955,1.05070574,1.439901295,1.674279268,0.960445326,1.4396179,1.295862253,1.48140985,1.119393065,1.505467838,1.48202016
OR2B3,1.396841697,1.60726828,1.565505619,1.671247966,1.596220798,1.729143068,1.749182424,1.595083011,1.762354833,1.603078428,1.458254102,1.430139276,1.683832317,1.564864736,1.625899365,1.648697573
OR2B6,1.920404071,2.245291202,2.096897854,2.071744658,2.103556948,2.340919905,2.460050343,2.083162066,2.213931647,2.019405936,2.221880514,1.892672104,2.082426887,1.858802098,2.310285519,1.843774237
OR2C1,3.42263871,2.915724752,3.605009371,3.057780837,3.037798778,2.926547478,3.340278421,3.367823725,2.924587681,3.190171594,3.309315501,3.134880287,2.703656672,3.106635818,3.116467158,3.299977756
OR2C3,1.331900373,1.541339493,1.358910109,1.733327815,1.35163398,1.346821037,1.005414198,1.481666123,1.443279105,1.354769904,1.007695058,1.172781043,1.428630934,1.215332484,1.367067041,1.354769904
OR2F1,2.206255447,2.243374572,2.61141262,2.182953012,2.159888327,2.090376102,2.192484339,2.216456681,2.23632595,2.178047169,2.206984569,2.324623257,2.18208729,2.129901767,1.976858755,2.349568872
OR2F2,1.090111569,1.352528964,1.466845218,1.247420584,1.411417429,1.385397158,1.264897729,1.556267401,1.148266087,1.603380409,1.335383183,1.424320999,1.487086208,1.221665512,1.115219454,1.331555712
OR2H1,2.13977906,2.37818218,2.213584585,2.26446468,2.251664723,2.232521817,2.33354965,2.322117285,2.314296986,2.122989834,2.237131185,2.04675038,2.303012975,2.16938202,2.116052774,2.183401705
